epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
267,1593.43,0.82744,1.0808,0.74366,0.90212,0.88142,0.82097,0.89703,0.73484,0.875,0.81596,0.8891,0.5792,0.7009,0.82929,0.60606,0.88003,0.001222,0.001222,0.001222
268,1599.46,0.82992,1.09498,0.74352,0.9032,0.87545,0.85512,0.90635,0.73978,0.86755,0.84765,0.89673,0.58131,0.69575,0.82814,0.5934,0.875,0.001189,0.001189,0.001189
269,1605.52,0.82239,1.06557,0.73016,0.89796,0.87518,0.82535,0.90119,0.73226,0.86861,0.8195,0.8927,0.57547,0.70522,0.8374,0.60346,0.8778,0.001156,0.001156,0.001156
270,1611.34,0.82279,1.07336,0.73507,0.90287,0.85772,0.85126,0.90682,0.73741,0.84988,0.84171,0.89767,0.57513,0.70535,0.83572,0.59852,0.87652,0.001123,0.001123,0.001123
271,1617.15,0.82004,1.09635,0.73425,0.89921,0.86781,0.84536,0.90576,0.73988,0.85684,0.84023,0.89469,0.5753,0.69762,0.84474,0.59446,0.87699,0.00109,0.00109,0.00109
272,1622.94,0.81832,1.08198,0.72914,0.90284,0.87272,0.83849,0.90316,0.7375,0.8657,0.83141,0.89305,0.57318,0.69725,0.84291,0.59629,0.87626,0.001057,0.001057,0.001057
273,1628.89,0.81328,1.05562,0.71748,0.89905,0.8759,0.84848,0.90479,0.7395,0.87821,0.83758,0.89601,0.57523,0.70009,0.82851,0.5951,0.87861,0.001024,0.001024,0.001024
274,1634.78,0.83186,1.09528,0.74533,0.9072,0.87562,0.84651,0.90736,0.73705,0.87069,0.84169,0.89899,0.57745,0.69503,0.83056,0.59324,0.87772,0.000991,0.000991,0.000991
275,1640.6,0.82755,1.09187,0.74034,0.90347,0.86557,0.85659,0.90704,0.73806,0.87017,0.84353,0.89823,0.57445,0.69548,0.83209,0.59048,0.87836,0.000958,0.000958,0.000958
276,1646.59,0.80751,1.0686,0.72192,0.89659,0.86548,0.85956,0.9114,0.74352,0.86974,0.84609,0.90219,0.57916,0.68917,0.82769,0.57582,0.87433,0.000925,0.000925,0.000925
277,1652.57,0.81693,1.07213,0.72823,0.90126,0.87395,0.84242,0.90562,0.738,0.87022,0.83623,0.89701,0.5733,0.70266,0.83249,0.59501,0.87792,0.000892,0.000892,0.000892
278,1658.42,0.81083,1.06093,0.71455,0.89881,0.86931,0.85113,0.90847,0.73662,0.85577,0.85309,0.89817,0.5698,0.70561,0.83875,0.58206,0.87723,0.000859,0.000859,0.000859
279,1664.27,0.81564,1.0747,0.71442,0.89936,0.88008,0.83122,0.90511,0.73165,0.87395,0.82625,0.8951,0.57435,0.69943,0.83242,0.60459,0.87795,0.000826,0.000826,0.000826
280,1670.07,0.81311,1.06145,0.71901,0.89778,0.88267,0.83901,0.90891,0.73803,0.87932,0.83408,0.90032,0.57718,0.69776,0.83569,0.59293,0.8773,0.000793,0.000793,0.000793
281,1675.81,0.81817,1.06578,0.71976,0.90014,0.87694,0.85239,0.91014,0.73905,0.874,0.83848,0.89951,0.57865,0.70257,0.8338,0.59099,0.87815,0.00076,0.00076,0.00076
282,1681.62,0.81757,1.08138,0.71908,0.89691,0.88326,0.84779,0.9117,0.74029,0.87742,0.84124,0.90058,0.57645,0.69839,0.83556,0.58836,0.87644,0.000727,0.000727,0.000727
283,1687.44,0.80709,1.04099,0.69985,0.89559,0.87806,0.85365,0.91153,0.74,0.87175,0.84567,0.90097,0.57825,0.69739,0.82309,0.5863,0.87589,0.000694,0.000694,0.000694
284,1693.35,0.81815,1.08081,0.72699,0.90271,0.89936,0.84197,0.91244,0.74535,0.89068,0.83373,0.90095,0.5805,0.69541,0.8331,0.57783,0.87565,0.000661,0.000661,0.000661
285,1699.18,0.79701,1.04001,0.7069,0.89521,0.86989,0.85832,0.9116,0.74509,0.86246,0.85255,0.90256,0.58134,0.69411,0.82745,0.58376,0.87496,0.000628,0.000628,0.000628
286,1705.16,0.80301,1.04896,0.71274,0.89491,0.8702,0.85738,0.91223,0.74737,0.8639,0.85101,0.9036,0.57945,0.69225,0.83363,0.58213,0.87512,0.000595,0.000595,0.000595
287,1710.94,0.81234,1.07809,0.71526,0.89989,0.88585,0.84954,0.91453,0.74659,0.87975,0.84299,0.90516,0.58417,0.68981,0.82317,0.56644,0.87332,0.000562,0.000562,0.000562
288,1716.73,0.79916,1.05498,0.7097,0.89895,0.89217,0.86357,0.91669,0.75185,0.8853,0.85735,0.90732,0.5861,0.68483,0.81534,0.56165,0.87188,0.000529,0.000529,0.000529
289,1722.65,0.80425,1.0656,0.70544,0.90023,0.89258,0.83744,0.9124,0.744,0.88584,0.83036,0.90286,0.57666,0.69589,0.82503,0.58156,0.87565,0.000496,0.000496,0.000496
290,1728.52,0.79272,1.02642,0.68974,0.89081,0.88437,0.85551,0.91527,0.7458,0.87784,0.8504,0.90749,0.58533,0.69439,0.8208,0.57064,0.87603,0.000463,0.000463,0.000463
291,1736.7,0.74344,0.9225,0.68448,0.87771,0.89439,0.84406,0.90956,0.73702,0.88727,0.83738,0.9007,0.57945,0.71009,0.82705,0.58256,0.87814,0.00043,0.00043,0.00043
292,1741.87,0.72103,0.89496,0.58651,0.87074,0.89047,0.83198,0.90049,0.72991,0.88497,0.82679,0.89393,0.57249,0.71213,0.83547,0.60696,0.87983,0.000397,0.000397,0.000397
293,1747.15,0.70311,0.8823,0.56275,0.86758,0.87303,0.82014,0.89398,0.72493,0.86886,0.8162,0.88802,0.57181,0.71644,0.83885,0.61064,0.8823,0.000364,0.000364,0.000364
294,1752.37,0.7018,0.87907,0.55532,0.86338,0.887,0.81526,0.89767,0.72652,0.88966,0.80622,0.89,0.57176,0.71317,0.84328,0.59558,0.88028,0.000331,0.000331,0.000331
295,1757.55,0.6927,0.86741,0.5408,0.86486,0.89122,0.81913,0.89977,0.7334,0.86196,0.82782,0.88986,0.57406,0.70703,0.83989,0.59259,0.87811,0.000298,0.000298,0.000298
296,1762.76,0.69165,0.86896,0.53384,0.86155,0.8702,0.83357,0.90131,0.73329,0.86238,0.82715,0.89124,0.57208,0.70806,0.83715,0.5935,0.87837,0.000265,0.000265,0.000265
297,1768.09,0.68879,0.86538,0.52775,0.86285,0.88042,0.83809,0.90657,0.73745,0.87489,0.83127,0.89667,0.5758,0.69727,0.83186,0.58307,0.87552,0.000232,0.000232,0.000232
298,1773.93,0.68321,0.85434,0.52525,0.86331,0.87008,0.84489,0.90859,0.74005,0.86606,0.83553,0.89924,0.57758,0.69643,0.83057,0.57802,0.87497,0.000199,0.000199,0.000199
299,1779.05,0.68334,0.8574,0.51819,0.86118,0.87095,0.8524,0.90963,0.74332,0.86351,0.84628,0.90003,0.58139,0.69482,0.82601,0.57645,0.87539,0.000166,0.000166,0.000166
300,1784.39,0.68651,0.8658,0.51896,0.86203,0.86711,0.85536,0.90902,0.74332,0.86138,0.84944,0.90031,0.58024,0.69686,0.826,0.5785,0.87549,0.000133,0.000133,0.000133
