                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    223,                0.60113,                0.84173,                0.48244,                0.84686,                0.96213,                0.91372,                 0.9629,                0.85401,                0.95886,                0.90451,                0.94982,                0.65066,                0.50525,                0.65353,                0.40627,                0.82805,               0.002674,               0.002674,               0.002674
                    224,                0.60723,                0.84625,                0.49612,                0.85216,                0.95526,                0.90927,                0.95684,                0.84008,                0.94772,                0.90133,                0.94432,                0.63517,                0.52027,                0.67113,                0.43399,                0.83182,               0.002641,               0.002641,               0.002641
                    225,                0.60187,                0.82842,                 0.4844,                0.84919,                0.95544,                0.91891,                 0.9624,                0.85225,                0.95813,                0.90331,                0.95119,                0.64649,                0.50422,                 0.6588,                0.40719,                 0.8266,               0.002608,               0.002608,               0.002608
                    226,                0.59105,                0.82145,                0.48287,                0.84685,                0.96206,                0.91207,                0.96445,                0.85448,                0.96166,                  0.903,                0.95434,                0.65285,                0.49969,                0.66093,                 0.3946,                0.82553,               0.002575,               0.002575,               0.002575
                    227,                0.60562,                0.84715,                0.48723,                0.84629,                0.93927,                0.92951,                0.96498,                 0.8487,                0.94629,                 0.9076,                0.95081,                0.64244,                0.50874,                0.67261,                0.39992,                 0.8268,               0.002542,               0.002542,               0.002542
                    228,                0.62315,                0.86831,                0.50835,                0.85344,                0.94849,                0.92346,                0.96227,                0.84718,                0.94402,                 0.9122,                0.95046,                0.64089,                0.51033,                0.66836,                0.40176,                 0.8286,               0.002509,               0.002509,               0.002509
                    229,                0.62876,                0.89035,                0.51771,                0.85656,                0.95995,                0.90863,                0.96256,                0.85195,                0.95459,                0.90027,                0.94913,                0.63745,                 0.5054,                0.67572,                0.40826,                0.82642,               0.002476,               0.002476,               0.002476
                    230,                0.59966,                0.83538,                0.47839,                0.84376,                 0.9437,                0.92955,                0.96323,                0.85564,                0.93613,                0.91762,                 0.9507,                0.64305,                0.50396,                0.68431,                 0.4127,                0.82542,               0.002443,               0.002443,               0.002443
                    231,                0.60108,                0.84341,                0.48871,                0.84769,                0.95367,                0.93004,                0.96584,                0.85992,                0.96865,                0.90471,                0.95373,                0.64551,                0.49799,                 0.6553,                0.40061,                0.82395,                0.00241,                0.00241,                0.00241
                    232,                0.60715,                0.83842,                0.48684,                0.84452,                 0.9551,                0.93215,                0.96581,                0.85469,                0.94451,                0.92141,                0.95262,                0.64431,                0.50086,                0.65975,                0.39775,                0.82511,               0.002377,               0.002377,               0.002377
                    233,                0.59713,                0.82211,                0.48196,                0.84553,                0.96734,                0.91863,                0.96486,                0.85645,                0.95967,                0.91317,                0.95309,                0.65209,                0.49212,                0.65477,                 0.4007,                0.82387,               0.002344,               0.002344,               0.002344
                    234,                0.60251,                 0.8567,                0.48506,                0.84843,                0.96047,                 0.9049,                 0.9611,                0.84638,                0.95647,                0.89451,                0.94696,                0.63538,                0.50887,                0.67299,                0.41752,                0.82697,               0.002311,               0.002311,               0.002311
                    235,                0.60049,                0.83375,                0.48577,                0.84867,                 0.9543,                0.92435,                0.96419,                0.85843,                0.94882,                0.91368,                0.95178,                0.65421,                0.49078,                 0.6446,                0.39723,                0.82424,               0.002278,               0.002278,               0.002278
                    236,                0.59454,                0.83515,                0.47606,                0.84663,                0.94249,                0.92779,                0.96342,                0.85434,                0.94131,                0.91508,                0.95151,                0.64144,                0.49624,                0.66064,                0.40681,                0.82452,               0.002245,               0.002245,               0.002245
                    237,                0.58706,                0.81239,                0.46729,                0.84198,                0.95476,                0.92187,                0.96246,                0.85217,                0.94683,                0.91449,                0.95005,                 0.6417,                0.49529,                0.67129,                0.41378,                0.82416,               0.002212,               0.002212,               0.002212
                    238,                0.61229,                0.87731,                0.49449,                0.85147,                0.94177,                0.91417,                0.95816,                0.84193,                0.93455,                0.90657,                0.94409,                0.64023,                0.50486,                 0.6717,                0.42944,                0.82677,               0.002179,               0.002179,               0.002179
                    239,                0.60628,                 0.8637,                0.49461,                0.85174,                0.96079,                0.92212,                0.96397,                0.85685,                0.95221,                0.91454,                0.95237,                0.65741,                0.48603,                  0.644,                0.40347,                0.82122,               0.002146,               0.002146,               0.002146
                    240,                 0.5933,                0.81238,                0.46993,                0.84209,                0.94213,                0.93424,                0.96175,                0.85586,                0.93852,                0.92183,                0.94966,                 0.6484,                0.48806,                0.65187,                0.39617,                0.82222,               0.002113,               0.002113,               0.002113
                    241,                0.60182,                0.83058,                0.47822,                0.84785,                0.96172,                0.92172,                0.96175,                0.86185,                0.96043,                0.90979,                0.95097,                0.65542,                0.47986,                0.63148,                0.39606,                0.82088,                0.00208,                0.00208,                0.00208
                    242,                0.56974,                0.78468,                0.45977,                0.84074,                0.95507,                0.92578,                0.96122,                0.85879,                0.94951,                0.90782,                0.94667,                0.64439,                0.48671,                0.64665,                0.40247,                 0.8221,               0.002047,               0.002047,               0.002047
                    243,                0.57996,                0.80759,                0.46755,                0.84265,                0.95347,                0.92826,                 0.9669,                0.86107,                  0.955,                0.90745,                0.95348,                0.65025,                0.48687,                0.65531,                0.39765,                0.82188,               0.002014,               0.002014,               0.002014
                    244,                0.59095,                 0.8377,                0.48181,                0.84561,                0.95272,                0.93462,                0.96809,                0.86422,                0.94706,                0.92071,                0.95316,                0.64883,                0.48414,                0.64673,                0.38276,                0.82076,               0.001981,               0.001981,               0.001981
                    245,                 0.5876,                0.82644,                0.47679,                0.84783,                0.96165,                0.93205,                0.96646,                0.86328,                0.95277,                0.92248,                0.95313,                0.65511,                0.48355,                0.63874,                0.38207,                0.82131,               0.001948,               0.001948,               0.001948
                    246,                0.58214,                0.81699,                0.46943,                 0.8439,                0.96552,                0.93301,                0.97032,                0.86919,                0.95675,                0.91976,                0.95752,                0.66272,                 0.4719,                0.63472,                0.37833,                0.81942,               0.001915,               0.001915,               0.001915
                    247,                0.57834,                0.81456,                0.46363,                0.84034,                0.94842,                0.93526,                0.96842,                0.86628,                0.96178,                0.91194,                 0.9566,                0.65942,                 0.4776,                0.63857,                0.38216,                0.82108,               0.001882,               0.001882,               0.001882
                    248,                0.60073,                0.85581,                0.49565,                0.85217,                0.94375,                 0.9332,                0.96597,                 0.8622,                0.93646,                0.92235,                0.95151,                0.65233,                0.48358,                0.63939,                  0.398,                0.82195,               0.001849,               0.001849,               0.001849
                    249,                0.57595,                0.81433,                0.46249,                0.84238,                0.95666,                0.92128,                0.96491,                0.86181,                0.94789,                0.91326,                0.95231,                0.65134,                0.48026,                0.65385,                 0.3996,                0.82003,               0.001816,               0.001816,               0.001816
                    250,                0.57363,                0.81234,                0.45673,                0.84467,                0.95075,                 0.9277,                0.96407,                0.86107,                 0.9455,                0.91575,                0.95239,                0.64565,                0.48556,                0.67093,                0.40526,                0.82201,               0.001783,               0.001783,               0.001783
                    251,                0.58357,                0.81712,                0.45915,                0.84226,                0.96784,                0.91426,                 0.9653,                0.86228,                0.96297,                0.90903,                0.95385,                0.64918,                0.48466,                0.65553,                 0.4008,                0.82315,                0.00175,                0.00175,                0.00175
                    252,                 0.5823,                 0.8052,                0.46484,                0.84345,                0.95379,                 0.9185,                0.96453,                0.86087,                0.94619,                0.91164,                0.95124,                0.64671,                0.49046,                0.65206,                0.40045,                0.82406,               0.001717,               0.001717,               0.001717
                    253,                0.55572,                 0.7871,                0.44254,                0.83949,                0.93983,                0.94109,                 0.9686,                0.86968,                0.96641,                0.90186,                0.95696,                 0.6562,                0.47867,                0.63999,                0.38496,                0.82066,               0.001684,               0.001684,               0.001684
                    254,                 0.5753,                0.80573,                 0.4577,                0.84256,                0.95456,                0.91503,                0.96803,                0.86801,                0.95852,                0.90435,                0.95539,                0.65885,                0.47252,                0.63226,                0.38579,                0.81839,               0.001651,               0.001651,               0.001651
                    255,                0.57089,                0.80842,                0.46204,                0.83925,                0.94281,                0.93475,                0.96678,                0.86892,                 0.9385,                0.92704,                0.95667,                0.66022,                0.47064,                0.63097,                 0.3883,                0.81838,               0.001618,               0.001618,               0.001618
                    256,                0.58032,                0.81167,                0.46691,                0.84532,                0.95449,                 0.9224,                0.96513,                0.85987,                0.95449,                0.90967,                0.95124,                 0.6558,                0.48674,                0.66344,                0.39755,                0.82236,               0.001585,               0.001585,               0.001585
                    257,                0.58246,                0.82078,                0.47326,                0.84462,                0.95658,                0.92296,                0.96747,                0.86252,                0.95381,                0.90664,                0.95332,                0.65556,                0.48016,                0.65021,                0.39449,                0.82089,               0.001552,               0.001552,               0.001552
                    258,                0.57863,                0.80698,                   0.47,                0.84417,                0.96315,                0.91976,                0.96749,                0.86302,                 0.9594,                0.91192,                0.95568,                0.65388,                0.48093,                0.64214,                0.38497,                0.82119,               0.001519,               0.001519,               0.001519
                    259,                0.56421,                0.78194,                0.44491,                 0.8369,                0.95248,                0.92215,                0.96697,                0.86316,                0.95205,                0.90719,                0.95319,                0.65059,                0.48033,                0.65227,                0.37985,                0.82094,               0.001486,               0.001486,               0.001486
                    260,                0.57331,                0.80622,                0.45643,                0.84074,                0.96502,                 0.9302,                0.97077,                0.87297,                 0.9615,                0.91744,                0.95847,                0.66395,                0.46633,                 0.6277,                 0.3682,                0.81777,               0.001453,               0.001453,               0.001453
                    261,                0.56186,                0.80164,                0.44779,                0.83731,                0.96172,                0.91604,                0.96658,                0.86574,                0.95495,                0.90857,                 0.9534,                 0.6535,                0.47918,                0.64331,                0.38815,                0.82098,                0.00142,                0.00142,                0.00142
                    262,                0.56308,                0.79634,                0.45504,                0.84145,                0.96889,                0.92137,                0.96834,                0.87007,                0.95851,                0.91331,                0.95538,                0.65782,                0.47811,                0.63158,                 0.3793,                0.81941,               0.001387,               0.001387,               0.001387
                    263,                0.56525,                0.80199,                0.45158,                0.83794,                0.93888,                0.94946,                0.96873,                0.87231,                0.95578,                0.91423,                 0.9557,                0.66094,                0.46816,                0.61774,                0.37516,                0.81769,               0.001354,               0.001354,               0.001354
                    264,                0.55108,                0.78864,                 0.4447,                0.84077,                 0.9512,                0.92517,                 0.9642,                0.86716,                0.95964,                0.90704,                0.95309,                0.65368,                0.46818,                0.62248,                0.38694,                0.81774,               0.001321,               0.001321,               0.001321
                    265,                0.56485,                0.78817,                0.44839,                0.83825,                 0.9708,                0.92327,                0.96813,                0.87273,                0.96742,                0.91296,                0.95603,                0.66143,                0.46121,                0.62066,                0.37438,                0.81644,               0.001288,               0.001288,               0.001288
                    266,                0.56273,                0.79785,                 0.4471,                0.84067,                0.96095,                0.93453,                 0.9699,                0.87546,                0.95544,                0.92319,                0.95822,                0.66186,                0.45778,                0.61444,                0.36961,                0.81598,               0.001255,               0.001255,               0.001255
                    267,                0.56423,                0.80726,                0.44709,                0.83699,                0.95671,                0.94024,                0.97121,                0.87682,                0.94476,                 0.9262,                0.95681,                0.66108,                0.45304,                 0.6165,                0.36895,                0.81465,               0.001222,               0.001222,               0.001222
                    268,                0.56535,                0.79941,                0.44718,                0.83911,                0.95239,                0.94686,                0.97083,                0.87719,                0.95821,                0.91707,                0.95922,                0.66603,                0.45346,                0.61774,                0.36663,                0.81553,               0.001189,               0.001189,               0.001189
                    269,                0.56451,                0.81295,                0.45606,                 0.8419,                0.93928,                0.94392,                 0.9687,                0.87681,                0.96928,                0.90461,                0.95833,                0.66014,                0.45814,                0.62298,                0.37216,                0.81614,               0.001156,               0.001156,               0.001156
                    270,                 0.5569,                0.78832,                0.44363,                0.83604,                0.97073,                0.92118,                0.96817,                 0.8744,                0.96445,                0.91507,                0.95634,                0.66023,                0.45734,                0.61771,                0.37578,                0.81507,               0.001123,               0.001123,               0.001123
                    271,                0.56894,                0.81341,                0.45927,                0.84123,                0.96276,                0.92679,                0.96611,                0.87205,                0.96462,                0.90911,                0.95399,                0.65374,                0.46427,                0.62899,                0.37677,                0.81706,                0.00109,                0.00109,                0.00109
                    272,                0.54674,                0.77559,                0.42877,                0.83524,                0.93967,                0.93579,                0.96435,                0.86859,                0.96003,                0.90136,                0.95163,                0.64873,                0.46725,                0.63011,                0.38406,                0.81825,               0.001057,               0.001057,               0.001057
                    273,                0.57933,                0.84118,                0.46942,                0.85009,                 0.9453,                0.93714,                 0.9674,                0.87685,                0.94127,                0.92195,                0.95531,                0.65972,                0.45324,                 0.6146,                0.37174,                0.81601,               0.001024,               0.001024,               0.001024
                    274,                0.55397,                0.78227,                0.44003,                0.83746,                  0.935,                0.94552,                0.96839,                 0.8762,                0.94827,                0.91615,                0.95592,                0.66094,                0.45436,                0.62398,                0.37315,                0.81628,               0.000991,               0.000991,               0.000991
                    275,                0.53653,                0.76186,                0.42737,                0.83122,                0.96649,                0.92919,                0.97038,                0.88047,                0.96543,                0.91591,                0.95892,                0.66612,                0.44411,                0.61725,                0.37056,                0.81413,               0.000958,               0.000958,               0.000958
                    276,                0.56087,                0.79459,                0.44402,                0.83924,                0.96326,                 0.9374,                0.97015,                0.87712,                0.96406,                0.91902,                0.95723,                0.65928,                 0.4523,                0.62466,                0.37367,                  0.816,               0.000925,               0.000925,               0.000925
                    277,                0.57491,                0.83477,                0.46951,                0.84473,                0.94801,                0.94564,                0.97107,                0.87551,                0.95938,                0.91224,                0.95635,                0.66087,                0.45199,                0.62012,                0.37445,                 0.8162,               0.000892,               0.000892,               0.000892
                    278,                0.56313,                0.80024,                0.44888,                0.84121,                0.94899,                0.94081,                0.96931,                0.86996,                0.93555,                 0.9265,                0.95425,                0.65953,                 0.4567,                0.61997,                0.37836,                0.81745,               0.000859,               0.000859,               0.000859
                    279,                0.56186,                0.80264,                0.45442,                0.84094,                0.96411,                0.93452,                0.97073,                0.87947,                0.95875,                   0.92,                0.95942,                0.66984,                0.44805,                0.60526,                0.36934,                0.81514,               0.000826,               0.000826,               0.000826
                    280,                0.55117,                0.78078,                 0.4416,                0.83707,                0.96559,                0.92517,                0.97052,                0.87832,                0.96045,                0.91413,                0.95873,                0.66767,                0.44802,                0.61044,                0.36579,                 0.8148,               0.000793,               0.000793,               0.000793
                    281,                0.54615,                0.77863,                0.43087,                0.83337,                0.96415,                0.92854,                0.97073,                0.88197,                0.96156,                 0.9138,                0.95777,                0.66652,                0.44559,                 0.6034,                0.36023,                0.81347,                0.00076,                0.00076,                0.00076
                    282,                0.54739,                 0.7793,                0.43537,                0.83544,                0.96533,                0.92877,                0.97067,                0.87898,                 0.9566,                0.91668,                0.95808,                0.66388,                0.44614,                0.60852,                0.36195,                0.81412,               0.000727,               0.000727,               0.000727
                    283,                0.54022,                0.76006,                0.42331,                0.83106,                0.96076,                0.92942,                0.96942,                0.87651,                  0.953,                0.92017,                0.95768,                0.66073,                0.45602,                0.62752,                0.37117,                0.81704,               0.000694,               0.000694,               0.000694
                    284,                0.55034,                0.79847,                0.43854,                0.83796,                0.96328,                0.92912,                0.97102,                0.87913,                0.95378,                0.91898,                0.95788,                0.66626,                0.44818,                0.61239,                0.36637,                0.81498,               0.000661,               0.000661,               0.000661
                    285,                0.54769,                0.77689,                0.43451,                 0.8367,                0.96303,                0.92675,                0.97014,                0.87628,                0.96149,                0.91203,                0.95762,                0.65822,                0.45029,                 0.6164,                 0.3685,                0.81484,               0.000628,               0.000628,               0.000628
                    286,                0.55003,                0.79727,                0.44536,                0.83917,                0.96393,                0.93141,                0.97098,                0.88015,                0.95462,                0.91824,                0.95665,                0.66498,                0.44252,                0.60433,                 0.3607,                0.81357,               0.000595,               0.000595,               0.000595
                    287,                0.54842,                0.79282,                 0.4406,                0.84051,                0.95406,                0.94439,                0.97182,                0.87925,                0.96194,                 0.9155,                0.95833,                0.66542,                0.44816,                0.60526,                0.36014,                0.81425,               0.000562,               0.000562,               0.000562
                    288,                0.55055,                0.77849,                0.43906,                0.83629,                0.96043,                 0.9365,                0.97122,                0.87974,                 0.9666,                0.91494,                0.95852,                0.66659,                0.44639,                0.60974,                0.36553,                0.81401,               0.000529,               0.000529,               0.000529
                    289,                0.53684,                0.77733,                0.42308,                0.83447,                0.96967,                0.93306,                0.97165,                0.88178,                0.95958,                0.91623,                0.95784,                0.67058,                0.44388,                0.60158,                0.36463,                 0.8136,               0.000496,               0.000496,               0.000496
                    290,                0.53952,                0.76819,                0.42921,                0.83405,                0.97322,                0.92946,                0.97207,                0.88246,                0.96233,                0.91553,                0.95626,                0.66817,                 0.4437,                0.60868,                0.35977,                0.81332,               0.000463,               0.000463,               0.000463
                    291,                0.49134,                0.66149,                0.42147,                0.81346,                0.96525,                0.93665,                0.97125,                 0.8781,                0.96415,                0.92014,                0.95746,                0.66861,                0.44751,                0.60209,                0.36393,                0.81357,                0.00043,                0.00043,                0.00043
                    292,                0.46549,                0.63249,                0.34002,                0.80958,                0.97069,                0.92562,                0.96916,                0.87436,                0.96498,                0.91359,                0.95651,                0.66588,                 0.4544,                0.60849,                0.37503,                0.81533,               0.000397,               0.000397,               0.000397
                    293,                  0.462,                0.63163,                0.33657,                0.80908,                0.93476,                0.93573,                0.96478,                 0.8611,                0.94304,                0.90923,                0.95103,                0.64989,                0.48295,                0.64139,                0.39116,                0.82161,               0.000364,               0.000364,               0.000364
                    294,                0.43918,                0.59809,                0.30823,                0.80235,                0.95779,                  0.923,                0.96736,                 0.8668,                0.95185,                0.91315,                 0.9533,                0.65724,                0.47145,                0.63227,                0.38062,                 0.8191,               0.000331,               0.000331,               0.000331
                    295,                0.43893,                0.60601,                0.30902,                0.80446,                0.94828,                 0.9365,                0.96824,                0.87169,                 0.9558,                0.91466,                0.95637,                0.66146,                0.46418,                0.63012,                0.37374,                0.81741,               0.000298,               0.000298,               0.000298
                    296,                0.42767,                0.59707,                0.30231,                0.80433,                0.95976,                0.92729,                0.96921,                0.87437,                0.95603,                0.91531,                0.95605,                0.66265,                 0.4628,                 0.6276,                0.36992,                0.81717,               0.000265,               0.000265,               0.000265
                    297,                0.42371,                0.58819,                0.29869,                0.80367,                0.96049,                0.92571,                0.96889,                0.87479,                 0.9531,                0.91386,                0.95527,                0.66081,                0.45932,                0.62624,                0.36729,                 0.8165,               0.000232,               0.000232,               0.000232
                    298,                0.42192,                 0.5861,                0.29773,                0.80166,                0.96323,                0.92516,                0.96957,                0.87563,                0.95625,                 0.9106,                0.95663,                0.66108,                0.45441,                0.62124,                0.36548,                0.81507,               0.000199,               0.000199,               0.000199
                    299,                0.42585,                0.59321,                0.30054,                0.80284,                0.95612,                0.92938,                0.97006,                0.87719,                0.95514,                0.91103,                0.95584,                 0.6605,                0.45439,                0.62944,                  0.368,                0.81562,               0.000166,               0.000166,               0.000166
                    300,                0.43005,                0.59777,                0.30204,                0.80113,                0.95536,                0.92952,                0.96904,                 0.8739,                0.95095,                0.91462,                0.95513,                0.66149,                0.45609,                0.62447,                0.36897,                0.81609,               0.000133,               0.000133,               0.000133
